restriction_type,times_of_operation,maximum_stay,tariff,cashless_identifier,nearest_machine,road_name,postcode,controlled_parking_zone,valid_parking_permits,parking_bay_length_metres,disclaimer,easting,northing,longitude,latitude,unique_identifier,spatial_accuracy,last_uploaded,location,organisation_uri,:@computed_region_hxwp_gyfc,:@computed_region_6i9a_26nj,parking_spaces,epsg_27700_well_known_text_geometry,epsg_4326_well_known_text_geometry
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Chenies Street,WC1E 7PA,CA-E,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529680,181890,-0.132241,51.521051,46036066,Defined By Custodian,2019-11-29T23:01:56.000,"{'latitude': '51.521051', 'longitude': '-0.132241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},2,9,2,"LINESTRING (529683.0866434172 181889.5639091551,529681.8498842521 181891.23343125937,529680.134911543 181890.0937574876,529671.3044511038 181883.84554601953,529672.3515738636 181882.0360639784)","LINESTRING (-0.13219764591076205 51.521046160469645,-0.13221484766378588 51.52106144790902,-0.13223997167441318 51.52105159913791,-0.13236947577916575 51.520997472451334,-0.13235505725318597 51.52098097072251)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Belsize Park Gardens,NW3 4NB,CA-B,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527265,184746,-0.165999,51.547267,46047040,Defined By Custodian,2019-11-29T23:02:08.000,"{'latitude': '51.547267', 'longitude': '-0.165999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},1,1,1,"LINESTRING (527263.2766410998 184749.7851793331,527262.5098504174 184747.91571446185,527267.7124839722 184745.50640411975,527268.5534802045 184747.50583178955)","LINESTRING (-0.16602304523450037 51.54730082636913,-0.16603477347703977 51.54728419824306,-0.16596065432118973 51.54726137387942,-0.1659478094844874 51.54727915325563)"
disabled (dedicated),at any time,N/A,N/A,N/A,N/A,Osnaburgh Street,NW1 3DE,CA-G,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528908,182305,-0.143211,51.524957,46047593,Defined By Custodian,2019-11-29T23:02:09.000,"{'latitude': '51.524957', 'longitude': '-0.143211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},15,105,1,"LINESTRING (528906.6987098933 182301.57597192895,528908.6280541909 182301.30604919352,528909.287659079 182307.32432647957,528907.3665598425 182307.49427783152)","LINESTRING (-0.14323115350655716 51.524926414464524,-0.14320345683000554 51.52492354878758,-0.14319175282555013 51.524977484090684,-0.14321936731605933 51.524979449456914)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Chalcot Road,NW1 8LN,CA-J,N/A,978,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528064,184023,-0.154745,51.540589,46047832,Defined By Custodian,2019-11-29T23:02:10.000,"{'latitude': '51.540589', 'longitude': '-0.154745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},3,18,1,"LINESTRING (528068.3986125612 184023.3031326558,528067.2278138847 184021.53363916802,528062.354982774 184024.71272916297,528063.4680660226 184026.4922197891)","LINESTRING (-0.15468241066137595 51.54059003892213,-0.15469992738636984 51.540574401892705,-0.15476899688155799 51.5406040766251,-0.15475230830921005 51.540619816588965)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Belsize Park,NW3 4DX,CA-B,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526820,184771,-0.172404,51.547592,46035077,Defined By Custodian,2019-11-29T23:01:53.000,"{'latitude': '51.547592', 'longitude': '-0.172404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},6,41,1,"LINESTRING (526819.8242748382 184774.80801662043,526821.844314808 184774.0282398292,526819.8490100215 184769.0596620698,526817.7794996852 184769.8194445843)","LINESTRING (-0.17240592531527835 51.547625431172555,-0.172377089280698 51.547617969804854,-0.17240763968589898 51.547573765094285,-0.17243719596913007 51.547581057871504)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Belsize Park,NW3 4DX,CA-B,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526837,184802,-0.172148,51.547866,46035079,Defined By Custodian,2019-11-29T23:01:53.000,"{'latitude': '51.547866', 'longitude': '-0.172148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},6,41,1,"LINESTRING (526838.078840116 184806.5189394632,526839.4887455644 184805.28929144627,526835.7537328856 184800.2907222718,526833.98928981 184801.3104303834)","LINESTRING (-0.17213137716979737 51.54790631906293,-0.1721114976674001 51.54789495162895,-0.1721671356784075 51.547850868082364,-0.17219220116799233 51.54786042837888)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Lincoln's Inn Fields,WC2A 3EG,CA-C,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530861,181486,-0.115379,51.517149,46043019,Defined By Custodian,2019-11-29T23:01:58.000,"{'latitude': '51.517149', 'longitude': '-0.115379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},11,73,2,"LINESTRING (530860.2340168213 181493.48728490944,530858.3871231347 181492.54755390465,530863.6639622394 181480.61097071605,530865.4613855594 181481.440733199)","LINESTRING (-0.11538757983632376 51.51721549402311,-0.11541453117107235 51.51720747619002,-0.11534295363619607 51.517098983633,-0.11531675572221974 51.51710602462647)"
disabled (green permit),mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Brooke's Market,EC1N 7SY,CA-D,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531247,181759,-0.109717,51.519512,46042962,Defined By Custodian,2019-11-29T23:01:58.000,"{'latitude': '51.519512', 'longitude': '-0.109717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},11,76,1,"LINESTRING (531244.0251209553 181764.4397255801,531246.0616510473 181764.71964545385,531247.0428133183 181759.50113923574,531247.0757935627 181759.32119074545,531244.9485677986 181759.1512393935)","LINESTRING (-0.10975862409682836 51.519561544337286,-0.10972918435523844 51.519563587248705,-0.10971699364595475 51.5195164620985,-0.10971658556336528 51.51951483729127,-0.10974729077800455 51.519513803691986)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Quex Road,NW6 4QA,CA-K,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525440,184004,-0.192569,51.541007,46043584,Defined By Custodian,2019-11-29T23:01:59.000,"{'latitude': '51.541007', 'longitude': '-0.192569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},13,92,1,"LINESTRING (525441.9179086835 184007.80756821498,525443.1216876042 184006.43796026116,525437.9272991106 184002.44910205994,525436.6987850065 184003.9086842589)","LINESTRING (-0.19254061323784005 51.54103998233506,-0.1925237521994165 51.54102740623582,-0.1926000354326288 51.540992711175605,-0.1926172209113292 51.54100610136481)"
disabled (blue badge),at any time,N/A,N/A,N/A,N/A,Willoughby Road,NW3 1RG,CA-H,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526676,185639,-0.174168,51.555425,46048759,Defined By Custodian,2019-11-29T23:02:12.000,"{'latitude': '51.555425', 'longitude': '-0.174168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",{'url': 'http://opendatacommunities.org/id/london-borough-council/camden'},8,53,1,"LINESTRING (526675.7253419743 185642.9795051169,526677.4897850499 185642.5496281679,526676.2365357626 185637.33112194977,526674.4473575037 185637.76099889877)","LINESTRING (-0.17417059447721941 51.55545998607713,-0.17414531191908889 51.55545572697718,-0.17416525725897475 51.5554091098192,-0.17419089638900534 51.55541337446311)"
